,ID,date,lesson_num,city,parity
12,3320.0,2024-09-11 00:00:00,2,Уфа,even
13,3332.0,2024-09-11 00:00:00,2,Уфа,even
14,3334.0,2024-09-11 00:00:00,2,Уфа,even
15,3336.0,2024-09-11 00:00:00,2,Уфа,even
21,3264.0,2024-09-12 00:00:00,2,Уфа,even
22,3266.0,2024-09-12 00:00:00,2,Уфа,even
23,3286.0,2024-09-12 00:00:00,2,Уфа,even
24,3338.0,2024-09-12 00:00:00,2,Уфа,even
25,3340.0,2024-09-12 00:00:00,2,Уфа,even
29,3312.0,2024-09-13 00:00:00,2,Уфа,even
30,3314.0,2024-09-13 00:00:00,2,Уфа,even
31,3346.0,2024-09-13 00:00:00,2,Уфа,even
32,3922.0,2024-09-13 00:00:00,2,Уфа,even
33,3246.0,2024-09-13 00:00:00,2,Уфа,even
37,3308.0,2024-09-14 00:00:00,2,Уфа,even
41,3298.0,2024-09-15 00:00:00,2,Уфа,even
42,3292.0,2024-09-15 00:00:00,2,Уфа,even
43,3352.0,2024-09-15 00:00:00,2,Уфа,even
55,3268.0,2024-09-16 00:00:00,2,Уфа,even
56,3272.0,2024-09-16 00:00:00,2,Уфа,even
57,3302.0,2024-09-16 00:00:00,2,Уфа,even
58,3256.0,2024-09-16 00:00:00,2,Уфа,even
65,3252.0,2024-09-17 00:00:00,2,Уфа,even
66,3278.0,2024-09-17 00:00:00,2,Уфа,even
67,3248.0,2024-09-17 00:00:00,2,Уфа,even
68,3250.0,2024-09-17 00:00:00,2,Уфа,even
69,3320.0,2024-09-18 00:00:00,4,Уфа,even
70,3332.0,2024-09-18 00:00:00,4,Уфа,even
71,3334.0,2024-09-18 00:00:00,4,Уфа,even
72,3336.0,2024-09-18 00:00:00,4,Уфа,even
78,3326.0,2024-09-18 00:00:00,2,Уфа,even
79,3328.0,2024-09-18 00:00:00,2,Уфа,even
80,3264.0,2024-09-19 00:00:00,4,Уфа,even
81,3266.0,2024-09-19 00:00:00,4,Уфа,even
82,3286.0,2024-09-19 00:00:00,4,Уфа,even
83,3338.0,2024-09-19 00:00:00,4,Уфа,even
84,3340.0,2024-09-19 00:00:00,4,Уфа,even
88,3288.0,2024-09-19 00:00:00,2,Уфа,even
89,3350.0,2024-09-19 00:00:00,2,Уфа,even
90,3312.0,2024-09-20 00:00:00,4,Уфа,even
91,3314.0,2024-09-20 00:00:00,4,Уфа,even
92,3346.0,2024-09-20 00:00:00,4,Уфа,even
93,3922.0,2024-09-20 00:00:00,4,Уфа,even
94,3246.0,2024-09-20 00:00:00,4,Уфа,even
98,3280.0,2024-09-20 00:00:00,2,Уфа,even
99,3308.0,2024-09-21 00:00:00,4,Уфа,even
103,3298.0,2024-09-22 00:00:00,4,Уфа,even
104,3292.0,2024-09-22 00:00:00,4,Уфа,even
105,3352.0,2024-09-22 00:00:00,4,Уфа,even
117,3268.0,2024-09-23 00:00:00,4,Уфа,even
118,3272.0,2024-09-23 00:00:00,4,Уфа,even
119,3302.0,2024-09-23 00:00:00,4,Уфа,even
120,3256.0,2024-09-23 00:00:00,4,Уфа,even
127,3252.0,2024-09-24 00:00:00,4,Уфа,even
128,3278.0,2024-09-24 00:00:00,4,Уфа,even
129,3248.0,2024-09-24 00:00:00,4,Уфа,even
130,3250.0,2024-09-24 00:00:00,4,Уфа,even
131,3320.0,2024-09-25 00:00:00,6,Уфа,even
132,3332.0,2024-09-25 00:00:00,6,Уфа,even
133,3334.0,2024-09-25 00:00:00,6,Уфа,even
134,3336.0,2024-09-25 00:00:00,6,Уфа,even
141,3326.0,2024-09-25 00:00:00,4,Уфа,even
142,3328.0,2024-09-25 00:00:00,4,Уфа,even
144,3264.0,2024-09-26 00:00:00,6,Уфа,even
145,3266.0,2024-09-26 00:00:00,6,Уфа,even
146,3286.0,2024-09-26 00:00:00,6,Уфа,even
147,3338.0,2024-09-26 00:00:00,6,Уфа,even
148,3340.0,2024-09-26 00:00:00,6,Уфа,even
152,3288.0,2024-09-26 00:00:00,4,Уфа,even
153,3350.0,2024-09-26 00:00:00,4,Уфа,even
154,3312.0,2024-09-27 00:00:00,6,Уфа,even
155,3314.0,2024-09-27 00:00:00,6,Уфа,even
156,3346.0,2024-09-27 00:00:00,6,Уфа,even
157,3922.0,2024-09-27 00:00:00,6,Уфа,even
158,3246.0,2024-09-27 00:00:00,6,Уфа,even
162,3280.0,2024-09-27 00:00:00,4,Уфа,even
165,3308.0,2024-09-28 00:00:00,6,Уфа,even
166,3310.0,2024-09-28 00:00:00,2,Уфа,even
170,3304.0,2024-09-28 00:00:00,2,Уфа,even
171,3298.0,2024-09-29 00:00:00,6,Уфа,even
172,3292.0,2024-09-29 00:00:00,6,Уфа,even
173,3352.0,2024-09-29 00:00:00,6,Уфа,even
187,3268.0,2024-09-30 00:00:00,6,Уфа,even
188,3272.0,2024-09-30 00:00:00,6,Уфа,even
189,3302.0,2024-09-30 00:00:00,6,Уфа,even
190,3256.0,2024-09-30 00:00:00,6,Уфа,even
191,3330.0,2024-09-30 00:00:00,2,Уфа,even
198,3252.0,2024-10-01 00:00:00,6,Уфа,even
199,3278.0,2024-10-01 00:00:00,6,Уфа,even
200,3248.0,2024-10-01 00:00:00,6,Уфа,even
201,3250.0,2024-10-01 00:00:00,6,Уфа,even
202,3254.0,2024-10-01 00:00:00,2,Уфа,even
203,3320.0,2024-10-02 00:00:00,8,Уфа,even
204,3332.0,2024-10-02 00:00:00,8,Уфа,even
205,3334.0,2024-10-02 00:00:00,8,Уфа,even
206,3336.0,2024-10-02 00:00:00,8,Уфа,even
213,3326.0,2024-10-02 00:00:00,6,Уфа,even
214,3328.0,2024-10-02 00:00:00,6,Уфа,even
216,3264.0,2024-10-03 00:00:00,8,Уфа,even
217,3266.0,2024-10-03 00:00:00,8,Уфа,even
218,3286.0,2024-10-03 00:00:00,8,Уфа,even
219,3338.0,2024-10-03 00:00:00,8,Уфа,even
220,3340.0,2024-10-03 00:00:00,8,Уфа,even
224,3260.0,2024-10-03 00:00:00,2,Уфа,even
225,3288.0,2024-10-03 00:00:00,6,Уфа,even
226,3350.0,2024-10-03 00:00:00,6,Уфа,even
227,3282.0,2024-10-03 00:00:00,2,Уфа,even
228,3312.0,2024-10-04 00:00:00,8,Уфа,even
229,3314.0,2024-10-04 00:00:00,8,Уфа,even
230,3346.0,2024-10-04 00:00:00,8,Уфа,even
231,3922.0,2024-10-04 00:00:00,8,Уфа,even
232,3246.0,2024-10-04 00:00:00,8,Уфа,even
236,3280.0,2024-10-04 00:00:00,6,Уфа,even
239,3308.0,2024-10-05 00:00:00,8,Уфа,even
240,3310.0,2024-10-05 00:00:00,4,Уфа,even
244,3304.0,2024-10-05 00:00:00,4,Уфа,even
245,3298.0,2024-10-06 00:00:00,8,Уфа,even
246,3292.0,2024-10-06 00:00:00,8,Уфа,even
247,3352.0,2024-10-06 00:00:00,8,Уфа,even
261,3268.0,2024-10-07 00:00:00,8,Уфа,even
262,3272.0,2024-10-07 00:00:00,8,Уфа,even
263,3302.0,2024-10-07 00:00:00,8,Уфа,even
264,3256.0,2024-10-07 00:00:00,8,Уфа,even
265,3330.0,2024-10-07 00:00:00,4,Уфа,even
272,3252.0,2024-10-08 00:00:00,8,Уфа,even
273,3278.0,2024-10-08 00:00:00,8,Уфа,even
274,3248.0,2024-10-08 00:00:00,8,Уфа,even
275,3250.0,2024-10-08 00:00:00,8,Уфа,even
276,3254.0,2024-10-08 00:00:00,4,Уфа,even
277,3320.0,2024-10-09 00:00:00,10,Уфа,even
278,3332.0,2024-10-09 00:00:00,10,Уфа,even
279,3334.0,2024-10-09 00:00:00,10,Уфа,even
280,3336.0,2024-10-09 00:00:00,10,Уфа,even
287,3326.0,2024-10-09 00:00:00,8,Уфа,even
288,3328.0,2024-10-09 00:00:00,8,Уфа,even
290,3264.0,2024-10-10 00:00:00,10,Уфа,even
291,3266.0,2024-10-10 00:00:00,10,Уфа,even
292,3286.0,2024-10-10 00:00:00,10,Уфа,even
293,3338.0,2024-10-10 00:00:00,10,Уфа,even
294,3340.0,2024-10-10 00:00:00,10,Уфа,even
298,3260.0,2024-10-10 00:00:00,4,Уфа,even
299,3288.0,2024-10-10 00:00:00,8,Уфа,even
300,3350.0,2024-10-10 00:00:00,8,Уфа,even
301,3282.0,2024-10-10 00:00:00,4,Уфа,even
302,3312.0,2024-10-11 00:00:00,10,Уфа,even
303,3314.0,2024-10-11 00:00:00,10,Уфа,even
304,3346.0,2024-10-11 00:00:00,10,Уфа,even
305,3922.0,2024-10-11 00:00:00,10,Уфа,even
306,3246.0,2024-10-11 00:00:00,10,Уфа,even
310,3280.0,2024-10-11 00:00:00,8,Уфа,even
313,3308.0,2024-10-12 00:00:00,10,Уфа,even
314,3310.0,2024-10-12 00:00:00,6,Уфа,even
318,3304.0,2024-10-12 00:00:00,6,Уфа,even
319,3298.0,2024-10-13 00:00:00,10,Уфа,even
320,3292.0,2024-10-13 00:00:00,10,Уфа,even
321,3352.0,2024-10-13 00:00:00,10,Уфа,even
335,3268.0,2024-10-14 00:00:00,10,Уфа,even
336,3272.0,2024-10-14 00:00:00,10,Уфа,even
337,3302.0,2024-10-14 00:00:00,10,Уфа,even
338,3256.0,2024-10-14 00:00:00,10,Уфа,even
339,3330.0,2024-10-14 00:00:00,6,Уфа,even
346,3252.0,2024-10-15 00:00:00,10,Уфа,even
347,3278.0,2024-10-15 00:00:00,10,Уфа,even
348,3248.0,2024-10-15 00:00:00,10,Уфа,even
349,3250.0,2024-10-15 00:00:00,10,Уфа,even
350,3254.0,2024-10-15 00:00:00,6,Уфа,even
352,3320.0,2024-10-16 00:00:00,12,Уфа,even
353,3332.0,2024-10-16 00:00:00,12,Уфа,even
354,3334.0,2024-10-16 00:00:00,12,Уфа,even
355,3336.0,2024-10-16 00:00:00,12,Уфа,even
362,3326.0,2024-10-16 00:00:00,10,Уфа,even
363,3328.0,2024-10-16 00:00:00,10,Уфа,even
365,3264.0,2024-10-17 00:00:00,12,Уфа,even
366,3266.0,2024-10-17 00:00:00,12,Уфа,even
367,3286.0,2024-10-17 00:00:00,12,Уфа,even
368,3338.0,2024-10-17 00:00:00,12,Уфа,even
369,3340.0,2024-10-17 00:00:00,12,Уфа,even
373,3260.0,2024-10-17 00:00:00,6,Уфа,even
374,3288.0,2024-10-17 00:00:00,10,Уфа,even
375,3350.0,2024-10-17 00:00:00,10,Уфа,even
376,3282.0,2024-10-17 00:00:00,6,Уфа,even
377,3312.0,2024-10-18 00:00:00,12,Уфа,even
378,3314.0,2024-10-18 00:00:00,12,Уфа,even
379,3346.0,2024-10-18 00:00:00,12,Уфа,even
380,3922.0,2024-10-18 00:00:00,12,Уфа,even
381,3246.0,2024-10-18 00:00:00,12,Уфа,even
385,3280.0,2024-10-18 00:00:00,10,Уфа,even
388,3308.0,2024-10-19 00:00:00,12,Уфа,even
389,3310.0,2024-10-19 00:00:00,8,Уфа,even
393,3304.0,2024-10-19 00:00:00,8,Уфа,even
394,3298.0,2024-10-20 00:00:00,12,Уфа,even
395,3292.0,2024-10-20 00:00:00,12,Уфа,even
396,3352.0,2024-10-20 00:00:00,12,Уфа,even
404,3296.0,2024-10-20 00:00:00,2,Уфа,even
411,3268.0,2024-10-21 00:00:00,12,Уфа,even
412,3272.0,2024-10-21 00:00:00,12,Уфа,even
413,3302.0,2024-10-21 00:00:00,12,Уфа,even
414,3256.0,2024-10-21 00:00:00,12,Уфа,even
415,3330.0,2024-10-21 00:00:00,8,Уфа,even
422,3252.0,2024-10-22 00:00:00,12,Уфа,even
423,3278.0,2024-10-22 00:00:00,12,Уфа,even
424,3248.0,2024-10-22 00:00:00,12,Уфа,even
425,3250.0,2024-10-22 00:00:00,12,Уфа,even
426,3254.0,2024-10-22 00:00:00,8,Уфа,even
428,3320.0,2024-10-23 00:00:00,14,Уфа,even
429,3332.0,2024-10-23 00:00:00,14,Уфа,even
430,3334.0,2024-10-23 00:00:00,14,Уфа,even
431,3336.0,2024-10-23 00:00:00,14,Уфа,even
438,3326.0,2024-10-23 00:00:00,12,Уфа,even
439,3328.0,2024-10-23 00:00:00,12,Уфа,even
441,3264.0,2024-10-24 00:00:00,14,Уфа,even
442,3266.0,2024-10-24 00:00:00,14,Уфа,even
443,3286.0,2024-10-24 00:00:00,14,Уфа,even
444,3338.0,2024-10-24 00:00:00,14,Уфа,even
445,3340.0,2024-10-24 00:00:00,14,Уфа,even
449,3260.0,2024-10-24 00:00:00,8,Уфа,even
450,3288.0,2024-10-24 00:00:00,12,Уфа,even
451,3350.0,2024-10-24 00:00:00,12,Уфа,even
452,3282.0,2024-10-24 00:00:00,8,Уфа,even
453,3312.0,2024-10-25 00:00:00,14,Уфа,even
454,3314.0,2024-10-25 00:00:00,14,Уфа,even
455,3346.0,2024-10-25 00:00:00,14,Уфа,even
456,3922.0,2024-10-25 00:00:00,14,Уфа,even
457,3246.0,2024-10-25 00:00:00,14,Уфа,even
461,3280.0,2024-10-25 00:00:00,12,Уфа,even
464,3308.0,2024-10-26 00:00:00,14,Уфа,even
465,3310.0,2024-10-26 00:00:00,10,Уфа,even
469,3304.0,2024-10-26 00:00:00,10,Уфа,even
470,3298.0,2024-10-27 00:00:00,14,Уфа,even
471,3292.0,2024-10-27 00:00:00,14,Уфа,even
472,3352.0,2024-10-27 00:00:00,14,Уфа,even
480,3296.0,2024-10-27 00:00:00,4,Уфа,even
487,3268.0,2024-10-28 00:00:00,14,Уфа,even
488,3272.0,2024-10-28 00:00:00,14,Уфа,even
489,3302.0,2024-10-28 00:00:00,14,Уфа,even
490,3256.0,2024-10-28 00:00:00,14,Уфа,even
491,3330.0,2024-10-28 00:00:00,10,Уфа,even
496,3252.0,2024-10-29 00:00:00,14,Уфа,even
497,3278.0,2024-10-29 00:00:00,14,Уфа,even
498,3248.0,2024-10-29 00:00:00,14,Уфа,even
499,3250.0,2024-10-29 00:00:00,14,Уфа,even
500,3254.0,2024-10-29 00:00:00,10,Уфа,even
502,3320.0,2024-10-30 00:00:00,16,Уфа,even
503,3332.0,2024-10-30 00:00:00,16,Уфа,even
504,3334.0,2024-10-30 00:00:00,16,Уфа,even
505,3336.0,2024-10-30 00:00:00,16,Уфа,even
512,3326.0,2024-10-30 00:00:00,14,Уфа,even
513,3328.0,2024-10-30 00:00:00,14,Уфа,even
515,3264.0,2024-10-31 00:00:00,16,Уфа,even
516,3266.0,2024-10-31 00:00:00,16,Уфа,even
517,3286.0,2024-10-31 00:00:00,16,Уфа,even
521,3260.0,2024-10-31 00:00:00,10,Уфа,even
522,3288.0,2024-10-31 00:00:00,14,Уфа,even
523,3350.0,2024-10-31 00:00:00,14,Уфа,even
524,3282.0,2024-10-31 00:00:00,10,Уфа,even
525,3312.0,2024-11-01 00:00:00,16,Уфа,even
526,3314.0,2024-11-01 00:00:00,16,Уфа,even
527,3346.0,2024-11-01 00:00:00,16,Уфа,even
528,3922.0,2024-11-01 00:00:00,16,Уфа,even
529,3246.0,2024-11-01 00:00:00,16,Уфа,even
535,3308.0,2024-11-02 00:00:00,16,Уфа,even
536,3310.0,2024-11-02 00:00:00,12,Уфа,even
540,3304.0,2024-11-02 00:00:00,12,Уфа,even
541,3298.0,2024-11-03 00:00:00,16,Уфа,even
542,3292.0,2024-11-03 00:00:00,16,Уфа,even
543,3352.0,2024-11-03 00:00:00,16,Уфа,even
550,3296.0,2024-11-03 00:00:00,6,Уфа,even
551,3330.0,2024-11-04 00:00:00,12,Уфа,even
554,3254.0,2024-11-05 00:00:00,12,Уфа,even
558,3338.0,2024-11-07 00:00:00,16,Уфа,even
559,3340.0,2024-11-07 00:00:00,16,Уфа,even
560,3260.0,2024-11-07 00:00:00,12,Уфа,even
561,3282.0,2024-11-07 00:00:00,12,Уфа,even
562,3280.0,2024-11-08 00:00:00,14,Уфа,even
565,3310.0,2024-11-09 00:00:00,14,Уфа,even
566,3304.0,2024-11-09 00:00:00,14,Уфа,even
570,3296.0,2024-11-10 00:00:00,8,Уфа,even
577,3268.0,2024-11-11 00:00:00,16,Уфа,even
578,3272.0,2024-11-11 00:00:00,16,Уфа,even
579,3302.0,2024-11-11 00:00:00,16,Уфа,even
580,3256.0,2024-11-11 00:00:00,16,Уфа,even
581,3330.0,2024-11-11 00:00:00,14,Уфа,even
588,3252.0,2024-11-12 00:00:00,16,Уфа,even
589,3278.0,2024-11-12 00:00:00,16,Уфа,even
590,3248.0,2024-11-12 00:00:00,16,Уфа,even
591,3250.0,2024-11-12 00:00:00,16,Уфа,even
592,3254.0,2024-11-12 00:00:00,14,Уфа,even
594,3320.0,2024-11-13 00:00:00,18,Уфа,even
595,3332.0,2024-11-13 00:00:00,18,Уфа,even
596,3334.0,2024-11-13 00:00:00,18,Уфа,even
597,3336.0,2024-11-13 00:00:00,18,Уфа,even
604,3326.0,2024-11-13 00:00:00,16,Уфа,even
605,3328.0,2024-11-13 00:00:00,16,Уфа,even
607,3264.0,2024-11-14 00:00:00,18,Уфа,even
608,3266.0,2024-11-14 00:00:00,18,Уфа,even
609,3286.0,2024-11-14 00:00:00,18,Уфа,even
610,3338.0,2024-11-14 00:00:00,18,Уфа,even
611,3340.0,2024-11-14 00:00:00,18,Уфа,even
615,3260.0,2024-11-14 00:00:00,14,Уфа,even
616,3288.0,2024-11-14 00:00:00,16,Уфа,even
617,3350.0,2024-11-14 00:00:00,16,Уфа,even
618,3282.0,2024-11-14 00:00:00,14,Уфа,even
619,3312.0,2024-11-15 00:00:00,18,Уфа,even
620,3314.0,2024-11-15 00:00:00,18,Уфа,even
621,3346.0,2024-11-15 00:00:00,18,Уфа,even
622,3922.0,2024-11-15 00:00:00,18,Уфа,even
623,3246.0,2024-11-15 00:00:00,18,Уфа,even
627,3280.0,2024-11-15 00:00:00,16,Уфа,even
630,3308.0,2024-11-16 00:00:00,18,Уфа,even
631,3310.0,2024-11-16 00:00:00,16,Уфа,even
635,3304.0,2024-11-16 00:00:00,16,Уфа,even
636,3298.0,2024-11-17 00:00:00,18,Уфа,even
637,3292.0,2024-11-17 00:00:00,18,Уфа,even
638,3352.0,2024-11-17 00:00:00,18,Уфа,even
646,3296.0,2024-11-17 00:00:00,10,Уфа,even
653,3268.0,2024-11-18 00:00:00,18,Уфа,even
654,3272.0,2024-11-18 00:00:00,18,Уфа,even
655,3302.0,2024-11-18 00:00:00,18,Уфа,even
656,3256.0,2024-11-18 00:00:00,18,Уфа,even
657,3330.0,2024-11-18 00:00:00,16,Уфа,even
664,3252.0,2024-11-19 00:00:00,18,Уфа,even
665,3278.0,2024-11-19 00:00:00,18,Уфа,even
666,3248.0,2024-11-19 00:00:00,18,Уфа,even
667,3250.0,2024-11-19 00:00:00,18,Уфа,even
668,3254.0,2024-11-19 00:00:00,16,Уфа,even
670,3320.0,2024-11-20 00:00:00,20,Уфа,even
671,3332.0,2024-11-20 00:00:00,20,Уфа,even
672,3334.0,2024-11-20 00:00:00,20,Уфа,even
673,3336.0,2024-11-20 00:00:00,20,Уфа,even
680,3326.0,2024-11-20 00:00:00,18,Уфа,even
681,3328.0,2024-11-20 00:00:00,18,Уфа,even
683,3264.0,2024-11-21 00:00:00,20,Уфа,even
684,3266.0,2024-11-21 00:00:00,20,Уфа,even
685,3286.0,2024-11-21 00:00:00,20,Уфа,even
686,3338.0,2024-11-21 00:00:00,20,Уфа,even
687,3340.0,2024-11-21 00:00:00,20,Уфа,even
691,3260.0,2024-11-21 00:00:00,16,Уфа,even
692,3288.0,2024-11-21 00:00:00,18,Уфа,even
693,3350.0,2024-11-21 00:00:00,18,Уфа,even
694,3282.0,2024-11-21 00:00:00,16,Уфа,even
695,3312.0,2024-11-22 00:00:00,20,Уфа,even
696,3314.0,2024-11-22 00:00:00,20,Уфа,even
697,3346.0,2024-11-22 00:00:00,20,Уфа,even
698,3922.0,2024-11-22 00:00:00,20,Уфа,even
699,3246.0,2024-11-22 00:00:00,20,Уфа,even
703,3280.0,2024-11-22 00:00:00,18,Уфа,even
706,3308.0,2024-11-23 00:00:00,20,Уфа,even
707,3310.0,2024-11-23 00:00:00,18,Уфа,even
711,3304.0,2024-11-23 00:00:00,18,Уфа,even
713,3298.0,2024-11-24 00:00:00,20,Уфа,even
714,3292.0,2024-11-24 00:00:00,20,Уфа,even
715,3352.0,2024-11-24 00:00:00,20,Уфа,even
723,3296.0,2024-11-24 00:00:00,12,Уфа,even
731,3268.0,2024-11-25 00:00:00,20,Уфа,even
732,3272.0,2024-11-25 00:00:00,20,Уфа,even
733,3302.0,2024-11-25 00:00:00,20,Уфа,even
734,3256.0,2024-11-25 00:00:00,20,Уфа,even
735,3330.0,2024-11-25 00:00:00,18,Уфа,even
736,3942.0,2024-11-25 00:00:00,2,Уфа,even
743,3252.0,2024-11-26 00:00:00,20,Уфа,even
744,3278.0,2024-11-26 00:00:00,20,Уфа,even
745,3248.0,2024-11-26 00:00:00,20,Уфа,even
746,3250.0,2024-11-26 00:00:00,20,Уфа,even
747,3254.0,2024-11-26 00:00:00,18,Уфа,even
749,3320.0,2024-11-27 00:00:00,22,Уфа,even
750,3332.0,2024-11-27 00:00:00,22,Уфа,even
751,3334.0,2024-11-27 00:00:00,22,Уфа,even
752,3336.0,2024-11-27 00:00:00,22,Уфа,even
759,3328.0,2024-11-27 00:00:00,20,Уфа,even
761,3264.0,2024-11-28 00:00:00,22,Уфа,even
762,3266.0,2024-11-28 00:00:00,22,Уфа,even
763,3286.0,2024-11-28 00:00:00,22,Уфа,even
764,3338.0,2024-11-28 00:00:00,22,Уфа,even
765,3340.0,2024-11-28 00:00:00,22,Уфа,even
769,3326.0,2024-11-28 00:00:00,20,Уфа,even
770,3260.0,2024-11-28 00:00:00,18,Уфа,even
771,3288.0,2024-11-28 00:00:00,20,Уфа,even
772,3350.0,2024-11-28 00:00:00,20,Уфа,even
773,3282.0,2024-11-28 00:00:00,18,Уфа,even
774,3944.0,2024-11-28 00:00:00,2,Уфа,even
775,3312.0,2024-11-29 00:00:00,22,Уфа,even
776,3314.0,2024-11-29 00:00:00,22,Уфа,even
777,3346.0,2024-11-29 00:00:00,22,Уфа,even
778,3922.0,2024-11-29 00:00:00,22,Уфа,even
779,3246.0,2024-11-29 00:00:00,22,Уфа,even
783,3280.0,2024-11-29 00:00:00,20,Уфа,even
786,3308.0,2024-11-30 00:00:00,22,Уфа,even
787,3310.0,2024-11-30 00:00:00,20,Уфа,even
791,3304.0,2024-11-30 00:00:00,20,Уфа,even
793,3298.0,2024-12-01 00:00:00,22,Уфа,even
794,3292.0,2024-12-01 00:00:00,22,Уфа,even
795,3352.0,2024-12-01 00:00:00,22,Уфа,even
803,3296.0,2024-12-01 00:00:00,14,Уфа,even
811,3268.0,2024-12-02 00:00:00,22,Уфа,even
812,3272.0,2024-12-02 00:00:00,22,Уфа,even
813,3302.0,2024-12-02 00:00:00,22,Уфа,even
814,3256.0,2024-12-02 00:00:00,22,Уфа,even
815,3330.0,2024-12-02 00:00:00,20,Уфа,even
816,3942.0,2024-12-02 00:00:00,4,Уфа,even
823,3252.0,2024-12-03 00:00:00,22,Уфа,even
824,3278.0,2024-12-03 00:00:00,22,Уфа,even
825,3248.0,2024-12-03 00:00:00,22,Уфа,even
826,3250.0,2024-12-03 00:00:00,22,Уфа,even
827,3254.0,2024-12-03 00:00:00,20,Уфа,even
829,3320.0,2024-12-04 00:00:00,24,Уфа,even
830,3332.0,2024-12-04 00:00:00,24,Уфа,even
831,3334.0,2024-12-04 00:00:00,24,Уфа,even
832,3336.0,2024-12-04 00:00:00,24,Уфа,even
839,3328.0,2024-12-04 00:00:00,22,Уфа,even
842,3264.0,2024-12-05 00:00:00,24,Уфа,even
843,3266.0,2024-12-05 00:00:00,24,Уфа,even
844,3286.0,2024-12-05 00:00:00,24,Уфа,even
845,3338.0,2024-12-05 00:00:00,24,Уфа,even
846,3340.0,2024-12-05 00:00:00,24,Уфа,even
850,3326.0,2024-12-05 00:00:00,22,Уфа,even
851,3260.0,2024-12-05 00:00:00,20,Уфа,even
852,3288.0,2024-12-05 00:00:00,22,Уфа,even
853,3350.0,2024-12-05 00:00:00,22,Уфа,even
854,3282.0,2024-12-05 00:00:00,20,Уфа,even
855,3944.0,2024-12-05 00:00:00,4,Уфа,even
856,3312.0,2024-12-06 00:00:00,24,Уфа,even
857,3314.0,2024-12-06 00:00:00,24,Уфа,even
858,3346.0,2024-12-06 00:00:00,24,Уфа,even
859,3922.0,2024-12-06 00:00:00,24,Уфа,even
860,3246.0,2024-12-06 00:00:00,24,Уфа,even
864,3280.0,2024-12-06 00:00:00,22,Уфа,even
867,3308.0,2024-12-07 00:00:00,24,Уфа,even
868,3310.0,2024-12-07 00:00:00,22,Уфа,even
872,3304.0,2024-12-07 00:00:00,22,Уфа,even
874,3298.0,2024-12-08 00:00:00,24,Уфа,even
875,3292.0,2024-12-08 00:00:00,24,Уфа,even
876,3352.0,2024-12-08 00:00:00,24,Уфа,even
884,3296.0,2024-12-08 00:00:00,16,Уфа,even
892,3268.0,2024-12-09 00:00:00,24,Уфа,even
893,3272.0,2024-12-09 00:00:00,24,Уфа,even
894,3302.0,2024-12-09 00:00:00,24,Уфа,even
895,3256.0,2024-12-09 00:00:00,24,Уфа,even
896,3330.0,2024-12-09 00:00:00,22,Уфа,even
897,3942.0,2024-12-09 00:00:00,6,Уфа,even
898,3948.0,2024-12-09 00:00:00,2,Уфа,even
905,3252.0,2024-12-10 00:00:00,24,Уфа,even
906,3278.0,2024-12-10 00:00:00,24,Уфа,even
907,3248.0,2024-12-10 00:00:00,24,Уфа,even
908,3250.0,2024-12-10 00:00:00,24,Уфа,even
909,3254.0,2024-12-10 00:00:00,22,Уфа,even
911,3320.0,2024-12-11 00:00:00,26,Уфа,even
912,3332.0,2024-12-11 00:00:00,26,Уфа,even
913,3334.0,2024-12-11 00:00:00,26,Уфа,even
914,3336.0,2024-12-11 00:00:00,26,Уфа,even
921,3328.0,2024-12-11 00:00:00,24,Уфа,even
924,3264.0,2024-12-12 00:00:00,26,Уфа,even
925,3266.0,2024-12-12 00:00:00,26,Уфа,even
926,3286.0,2024-12-12 00:00:00,26,Уфа,even
927,3338.0,2024-12-12 00:00:00,26,Уфа,even
928,3340.0,2024-12-12 00:00:00,26,Уфа,even
932,3326.0,2024-12-12 00:00:00,24,Уфа,even
933,3260.0,2024-12-12 00:00:00,22,Уфа,even
934,3288.0,2024-12-12 00:00:00,24,Уфа,even
935,3350.0,2024-12-12 00:00:00,24,Уфа,even
936,3282.0,2024-12-12 00:00:00,22,Уфа,even
937,3944.0,2024-12-12 00:00:00,6,Уфа,even
938,3312.0,2024-12-13 00:00:00,26,Уфа,even
939,3314.0,2024-12-13 00:00:00,26,Уфа,even
940,3346.0,2024-12-13 00:00:00,26,Уфа,even
941,3922.0,2024-12-13 00:00:00,26,Уфа,even
942,3246.0,2024-12-13 00:00:00,26,Уфа,even
946,3280.0,2024-12-13 00:00:00,24,Уфа,even
949,3308.0,2024-12-14 00:00:00,26,Уфа,even
950,3310.0,2024-12-14 00:00:00,24,Уфа,even
954,3304.0,2024-12-14 00:00:00,24,Уфа,even
956,3298.0,2024-12-15 00:00:00,26,Уфа,even
957,3292.0,2024-12-15 00:00:00,26,Уфа,even
958,3352.0,2024-12-15 00:00:00,26,Уфа,even
966,3296.0,2024-12-15 00:00:00,18,Уфа,even
974,3268.0,2024-12-16 00:00:00,26,Уфа,even
975,3272.0,2024-12-16 00:00:00,26,Уфа,even
976,3302.0,2024-12-16 00:00:00,26,Уфа,even
977,3256.0,2024-12-16 00:00:00,26,Уфа,even
978,3330.0,2024-12-16 00:00:00,24,Уфа,even
979,3942.0,2024-12-16 00:00:00,8,Уфа,even
980,3948.0,2024-12-16 00:00:00,4,Уфа,even
987,3252.0,2024-12-17 00:00:00,26,Уфа,even
