,ID,date,lesson_num,city,parity
8855,3874.0,2024-11-24 00:00:00,20,Онлайн,even
8856,3782.0,2024-11-24 00:00:00,20,Онлайн,even
8857,3880.0,2024-11-24 00:00:00,20,Онлайн,even
8858,3882.0,2024-11-24 00:00:00,20,Онлайн,even
8859,3770.0,2024-11-24 00:00:00,20,Онлайн,even
8860,3604.0,2024-11-24 00:00:00,20,Онлайн,even
8861,3608.0,2024-11-24 00:00:00,20,Онлайн,even
8862,3820.0,2024-11-24 00:00:00,20,Онлайн,even
8863,3872.0,2024-11-24 00:00:00,18,Онлайн,even
8864,3610.0,2024-11-24 00:00:00,19,Онлайн,odd
8865,3612.0,2024-11-24 00:00:00,19,Онлайн,odd
8866,3614.0,2024-11-24 00:00:00,19,Онлайн,odd
8867,3628.0,2024-11-24 00:00:00,19,Онлайн,odd
8868,3630.0,2024-11-24 00:00:00,19,Онлайн,odd
8869,3666.0,2024-11-24 00:00:00,19,Онлайн,odd
8870,3728.0,2024-11-24 00:00:00,19,Онлайн,odd
8871,3744.0,2024-11-24 00:00:00,19,Онлайн,odd
8872,3746.0,2024-11-24 00:00:00,19,Онлайн,odd
8873,3748.0,2024-11-24 00:00:00,19,Онлайн,odd
8874,3750.0,2024-11-24 00:00:00,19,Онлайн,odd
8875,3752.0,2024-11-24 00:00:00,19,Онлайн,odd
8876,3774.0,2024-11-24 00:00:00,19,Онлайн,odd
8877,3778.0,2024-11-24 00:00:00,19,Онлайн,odd
8878,3784.0,2024-11-24 00:00:00,19,Онлайн,odd
8879,3790.0,2024-11-24 00:00:00,19,Онлайн,odd
8880,3792.0,2024-11-24 00:00:00,19,Онлайн,odd
8881,3798.0,2024-11-24 00:00:00,19,Онлайн,odd
8882,3826.0,2024-11-24 00:00:00,19,Онлайн,odd
8883,3828.0,2024-11-24 00:00:00,19,Онлайн,odd
8884,3884.0,2024-11-24 00:00:00,19,Онлайн,odd
8885,3904.0,2024-11-24 00:00:00,19,Онлайн,odd
8886,3906.0,2024-11-24 00:00:00,19,Онлайн,odd
8887,3754.0,2024-11-24 00:00:00,18,Онлайн,even
8888,3854.0,2024-11-24 00:00:00,17,Онлайн,odd
8889,3804.0,2024-11-24 00:00:00,12,Онлайн,even
8890,3844.0,2024-11-24 00:00:00,12,Онлайн,even
8891,3912.0,2024-11-24 00:00:00,12,Онлайн,even
8892,3920.0,2024-11-24 00:00:00,12,Онлайн,even
8893,3642.0,2024-11-24 00:00:00,11,Онлайн,odd
8894,3692.0,2024-11-24 00:00:00,11,Онлайн,odd
8895,3756.0,2024-11-24 00:00:00,11,Онлайн,odd
8896,3808.0,2024-11-24 00:00:00,11,Онлайн,odd
8897,3846.0,2024-11-24 00:00:00,11,Онлайн,odd
8898,3850.0,2024-11-24 00:00:00,11,Онлайн,odd
8899,3926.0,2024-11-24 00:00:00,11,Онлайн,odd
8900,3886.0,2024-11-24 00:00:00,11,Онлайн,odd
8901,3934.0,2024-11-24 00:00:00,11,Онлайн,odd
8902,4042.0,2024-11-24 00:00:00,1,Онлайн,odd
8903,4074.0,2024-11-24 00:00:00,1,Онлайн,odd
8904,4050.0,2024-11-24 00:00:00,2,Онлайн,even
8905,3664.0,2024-11-25 00:00:00,21,Онлайн,odd
8906,3668.0,2024-11-25 00:00:00,21,Онлайн,odd
8907,3674.0,2024-11-25 00:00:00,21,Онлайн,odd
8908,3688.0,2024-11-25 00:00:00,21,Онлайн,odd
8909,3702.0,2024-11-25 00:00:00,21,Онлайн,odd
8910,3718.0,2024-11-25 00:00:00,21,Онлайн,odd
8911,3730.0,2024-11-25 00:00:00,21,Онлайн,odd
8912,3764.0,2024-11-25 00:00:00,21,Онлайн,odd
8913,3816.0,2024-11-25 00:00:00,21,Онлайн,odd
8914,3818.0,2024-11-25 00:00:00,21,Онлайн,odd
8915,3866.0,2024-11-25 00:00:00,21,Онлайн,odd
8916,3632.0,2024-11-25 00:00:00,20,Онлайн,even
8917,3634.0,2024-11-25 00:00:00,20,Онлайн,even
8918,3714.0,2024-11-25 00:00:00,20,Онлайн,even
8919,3812.0,2024-11-25 00:00:00,20,Онлайн,even
8920,3822.0,2024-11-25 00:00:00,20,Онлайн,even
8921,3732.0,2024-11-25 00:00:00,20,Онлайн,even
8922,3740.0,2024-11-25 00:00:00,20,Онлайн,even
8923,3802.0,2024-11-25 00:00:00,20,Онлайн,even
8924,3908.0,2024-11-25 00:00:00,18,Онлайн,even
8925,3910.0,2024-11-25 00:00:00,20,Онлайн,even
8926,3786.0,2024-11-25 00:00:00,20,Онлайн,even
8927,3788.0,2024-11-25 00:00:00,20,Онлайн,even
8928,3606.0,2024-11-25 00:00:00,20,Онлайн,even
8929,3772.0,2024-11-25 00:00:00,20,Онлайн,even
8930,3824.0,2024-11-25 00:00:00,20,Онлайн,even
8931,3618.0,2024-11-25 00:00:00,19,Онлайн,odd
8932,3670.0,2024-11-25 00:00:00,10,Онлайн,even
8933,3676.0,2024-11-25 00:00:00,19,Онлайн,odd
8934,3636.0,2024-11-25 00:00:00,13,Онлайн,odd
8935,3722.0,2024-11-25 00:00:00,13,Онлайн,odd
8936,3840.0,2024-11-25 00:00:00,13,Онлайн,odd
8937,3734.0,2024-11-25 00:00:00,12,Онлайн,even
8938,3848.0,2024-11-25 00:00:00,12,Онлайн,even
8939,3876.0,2024-11-25 00:00:00,12,Онлайн,even
8940,3640.0,2024-11-25 00:00:00,12,Онлайн,even
8941,3842.0,2024-11-25 00:00:00,12,Онлайн,even
8942,3888.0,2024-11-25 00:00:00,12,Онлайн,even
8943,3996.0,2024-11-25 00:00:00,2,Онлайн,even
8944,4038.0,2024-11-25 00:00:00,3,Онлайн,odd
8945,4048.0,2024-11-25 00:00:00,3,Онлайн,odd
8946,3598.0,2024-11-26 00:00:00,21,Онлайн,odd
8947,3602.0,2024-11-26 00:00:00,21,Онлайн,odd
8948,3626.0,2024-11-26 00:00:00,21,Онлайн,odd
8949,3680.0,2024-11-26 00:00:00,21,Онлайн,odd
8950,3682.0,2024-11-26 00:00:00,21,Онлайн,odd
8951,3690.0,2024-11-26 00:00:00,21,Онлайн,odd
8952,3700.0,2024-11-26 00:00:00,21,Онлайн,odd
8953,3704.0,2024-11-26 00:00:00,21,Онлайн,odd
8954,3716.0,2024-11-26 00:00:00,21,Онлайн,odd
8955,3720.0,2024-11-26 00:00:00,21,Онлайн,odd
8956,3768.0,2024-11-26 00:00:00,21,Онлайн,odd
8957,3832.0,2024-11-26 00:00:00,21,Онлайн,odd
8958,3864.0,2024-11-26 00:00:00,21,Онлайн,odd
8959,3874.0,2024-11-26 00:00:00,21,Онлайн,odd
8960,3894.0,2024-11-26 00:00:00,21,Онлайн,odd
8961,3900.0,2024-11-26 00:00:00,21,Онлайн,odd
8962,3616.0,2024-11-26 00:00:00,20,Онлайн,even
8963,3600.0,2024-11-26 00:00:00,20,Онлайн,even
8964,3638.0,2024-11-26 00:00:00,20,Онлайн,even
8965,3794.0,2024-11-26 00:00:00,20,Онлайн,even
8966,3800.0,2024-11-26 00:00:00,20,Онлайн,even
8967,3834.0,2024-11-26 00:00:00,20,Онлайн,even
8968,3836.0,2024-11-26 00:00:00,20,Онлайн,even
8969,3728.0,2024-11-26 00:00:00,20,Онлайн,even
8970,3744.0,2024-11-26 00:00:00,20,Онлайн,even
8971,3746.0,2024-11-26 00:00:00,20,Онлайн,even
8972,3826.0,2024-11-26 00:00:00,20,Онлайн,even
8973,3754.0,2024-11-26 00:00:00,19,Онлайн,odd
8974,3838.0,2024-11-26 00:00:00,19,Онлайн,odd
8975,3622.0,2024-11-26 00:00:00,13,Онлайн,odd
8976,3662.0,2024-11-26 00:00:00,13,Онлайн,odd
8977,3804.0,2024-11-26 00:00:00,13,Онлайн,odd
8978,3844.0,2024-11-26 00:00:00,13,Онлайн,odd
8979,3902.0,2024-11-26 00:00:00,13,Онлайн,odd
8980,3912.0,2024-11-26 00:00:00,13,Онлайн,odd
8981,3620.0,2024-11-26 00:00:00,12,Онлайн,even
8982,3936.0,2024-11-26 00:00:00,12,Онлайн,even
8983,3896.0,2024-11-26 00:00:00,12,Онлайн,even
8984,3706.0,2024-11-26 00:00:00,12,Онлайн,even
8985,3756.0,2024-11-26 00:00:00,12,Онлайн,even
8986,4018.0,2024-11-26 00:00:00,3,Онлайн,odd
8987,4074.0,2024-11-26 00:00:00,2,Онлайн,even
8988,3664.0,2024-11-27 00:00:00,22,Онлайн,even
8989,3668.0,2024-11-27 00:00:00,22,Онлайн,even
8990,3632.0,2024-11-27 00:00:00,21,Онлайн,odd
8991,3634.0,2024-11-27 00:00:00,21,Онлайн,odd
8992,3714.0,2024-11-27 00:00:00,21,Онлайн,odd
8993,3782.0,2024-11-27 00:00:00,21,Онлайн,odd
8994,3812.0,2024-11-27 00:00:00,21,Онлайн,odd
8995,3822.0,2024-11-27 00:00:00,21,Онлайн,odd
8996,3870.0,2024-11-27 00:00:00,21,Онлайн,odd
8997,3880.0,2024-11-27 00:00:00,21,Онлайн,odd
8998,3882.0,2024-11-27 00:00:00,21,Онлайн,odd
8999,3694.0,2024-11-27 00:00:00,20,Онлайн,even
9000,3742.0,2024-11-27 00:00:00,20,Онлайн,even
9001,3796.0,2024-11-27 00:00:00,18,Онлайн,even
9002,3814.0,2024-11-27 00:00:00,20,Онлайн,even
9003,3868.0,2024-11-27 00:00:00,20,Онлайн,even
9004,3610.0,2024-11-27 00:00:00,20,Онлайн,even
9005,3612.0,2024-11-27 00:00:00,20,Онлайн,even
9006,3630.0,2024-11-27 00:00:00,20,Онлайн,even
9007,3748.0,2024-11-27 00:00:00,20,Онлайн,even
9008,3750.0,2024-11-27 00:00:00,20,Онлайн,even
9009,3752.0,2024-11-27 00:00:00,20,Онлайн,even
9010,3774.0,2024-11-27 00:00:00,20,Онлайн,even
9011,3778.0,2024-11-27 00:00:00,20,Онлайн,even
9012,3790.0,2024-11-27 00:00:00,20,Онлайн,even
9013,3798.0,2024-11-27 00:00:00,20,Онлайн,even
9014,3828.0,2024-11-27 00:00:00,20,Онлайн,even
9015,3884.0,2024-11-27 00:00:00,20,Онлайн,even
9016,3904.0,2024-11-27 00:00:00,20,Онлайн,even
9017,3906.0,2024-11-27 00:00:00,20,Онлайн,even
9018,3776.0,2024-11-27 00:00:00,19,Онлайн,odd
9019,3686.0,2024-11-27 00:00:00,18,Онлайн,even
9020,3684.0,2024-11-27 00:00:00,13,Онлайн,odd
9021,3806.0,2024-11-27 00:00:00,12,Онлайн,even
9022,3692.0,2024-11-27 00:00:00,12,Онлайн,even
9023,3846.0,2024-11-27 00:00:00,12,Онлайн,even
9024,3926.0,2024-11-27 00:00:00,12,Онлайн,even
9025,3886.0,2024-11-27 00:00:00,12,Онлайн,even
9026,3934.0,2024-11-27 00:00:00,12,Онлайн,even
9027,4050.0,2024-11-27 00:00:00,3,Онлайн,odd
9028,3674.0,2024-11-28 00:00:00,22,Онлайн,even
9029,3688.0,2024-11-28 00:00:00,22,Онлайн,even
9030,3702.0,2024-11-28 00:00:00,22,Онлайн,even
9031,3730.0,2024-11-28 00:00:00,22,Онлайн,even
9032,3764.0,2024-11-28 00:00:00,22,Онлайн,even
9033,3816.0,2024-11-28 00:00:00,22,Онлайн,even
9034,3866.0,2024-11-28 00:00:00,22,Онлайн,even
9035,3598.0,2024-11-28 00:00:00,22,Онлайн,even
9036,3602.0,2024-11-28 00:00:00,22,Онлайн,even
9037,3680.0,2024-11-28 00:00:00,22,Онлайн,even
9038,3716.0,2024-11-28 00:00:00,22,Онлайн,even
9039,3864.0,2024-11-28 00:00:00,22,Онлайн,even
9040,3616.0,2024-11-28 00:00:00,21,Онлайн,odd
9041,3732.0,2024-11-28 00:00:00,21,Онлайн,odd
9042,3740.0,2024-11-28 00:00:00,21,Онлайн,odd
9043,3770.0,2024-11-28 00:00:00,21,Онлайн,odd
9044,3802.0,2024-11-28 00:00:00,21,Онлайн,odd
9045,3830.0,2024-11-28 00:00:00,21,Онлайн,odd
9046,3878.0,2024-11-28 00:00:00,21,Онлайн,odd
9047,3892.0,2024-11-28 00:00:00,21,Онлайн,odd
9048,3908.0,2024-11-28 00:00:00,19,Онлайн,odd
9049,3910.0,2024-11-28 00:00:00,21,Онлайн,odd
9050,3890.0,2024-11-28 00:00:00,20,Онлайн,even
9051,3628.0,2024-11-28 00:00:00,20,Онлайн,even
9052,3666.0,2024-11-28 00:00:00,20,Онлайн,even
9053,3784.0,2024-11-28 00:00:00,20,Онлайн,even
9054,3792.0,2024-11-28 00:00:00,20,Онлайн,even
9055,3618.0,2024-11-28 00:00:00,20,Онлайн,even
9056,3676.0,2024-11-28 00:00:00,20,Онлайн,even
9057,3854.0,2024-11-28 00:00:00,18,Онлайн,even
9058,3636.0,2024-11-28 00:00:00,14,Онлайн,even
9059,3622.0,2024-11-28 00:00:00,14,Онлайн,even
9060,3620.0,2024-11-28 00:00:00,13,Онлайн,odd
9061,3734.0,2024-11-28 00:00:00,13,Онлайн,odd
9062,3920.0,2024-11-28 00:00:00,13,Онлайн,odd
9063,3936.0,2024-11-28 00:00:00,13,Онлайн,odd
9064,3848.0,2024-11-28 00:00:00,13,Онлайн,odd
9065,3896.0,2024-11-28 00:00:00,13,Онлайн,odd
9066,3808.0,2024-11-28 00:00:00,12,Онлайн,even
9067,3996.0,2024-11-28 00:00:00,3,Онлайн,odd
9068,4018.0,2024-11-28 00:00:00,4,Онлайн,even
9069,4038.0,2024-11-28 00:00:00,4,Онлайн,even
9070,4048.0,2024-11-28 00:00:00,4,Онлайн,even
9071,3682.0,2024-11-29 00:00:00,22,Онлайн,even
9072,3690.0,2024-11-29 00:00:00,22,Онлайн,even
9073,3870.0,2024-11-29 00:00:00,22,Онлайн,even
9074,3600.0,2024-11-29 00:00:00,21,Онлайн,odd
9075,3604.0,2024-11-29 00:00:00,21,Онлайн,odd
9076,3608.0,2024-11-29 00:00:00,21,Онлайн,odd
9077,3786.0,2024-11-29 00:00:00,21,Онлайн,odd
9078,3788.0,2024-11-29 00:00:00,21,Онлайн,odd
9079,3820.0,2024-11-29 00:00:00,21,Онлайн,odd
9080,3872.0,2024-11-29 00:00:00,19,Онлайн,odd
9081,3614.0,2024-11-29 00:00:00,20,Онлайн,even
9082,3838.0,2024-11-29 00:00:00,20,Онлайн,even
9083,3776.0,2024-11-29 00:00:00,20,Онлайн,even
9084,3722.0,2024-11-29 00:00:00,14,Онлайн,even
9085,3706.0,2024-11-29 00:00:00,13,Онлайн,odd
9086,3806.0,2024-11-29 00:00:00,13,Онлайн,odd
9087,3876.0,2024-11-29 00:00:00,13,Онлайн,odd
9088,3642.0,2024-11-29 00:00:00,12,Онлайн,even
9089,3850.0,2024-11-29 00:00:00,12,Онлайн,even
9090,4042.0,2024-11-29 00:00:00,2,Онлайн,even
9091,3718.0,2024-11-30 00:00:00,22,Онлайн,even
9092,3818.0,2024-11-30 00:00:00,22,Онлайн,even
9093,3700.0,2024-11-30 00:00:00,22,Онлайн,even
9094,3720.0,2024-11-30 00:00:00,22,Онлайн,even
9095,3832.0,2024-11-30 00:00:00,22,Онлайн,even
9096,3894.0,2024-11-30 00:00:00,22,Онлайн,even
9097,3900.0,2024-11-30 00:00:00,22,Онлайн,even
9098,3830.0,2024-11-30 00:00:00,22,Онлайн,even
9099,3878.0,2024-11-30 00:00:00,22,Онлайн,even
9100,3892.0,2024-11-30 00:00:00,22,Онлайн,even
9101,3606.0,2024-11-30 00:00:00,21,Онлайн,odd
9102,3638.0,2024-11-30 00:00:00,21,Онлайн,odd
9103,3694.0,2024-11-30 00:00:00,21,Онлайн,odd
9104,3742.0,2024-11-30 00:00:00,21,Онлайн,odd
9105,3772.0,2024-11-30 00:00:00,21,Онлайн,odd
9106,3794.0,2024-11-30 00:00:00,21,Онлайн,odd
9107,3796.0,2024-11-30 00:00:00,19,Онлайн,odd
9108,3800.0,2024-11-30 00:00:00,21,Онлайн,odd
9109,3814.0,2024-11-30 00:00:00,21,Онлайн,odd
9110,3824.0,2024-11-30 00:00:00,21,Онлайн,odd
9111,3834.0,2024-11-30 00:00:00,21,Онлайн,odd
9112,3836.0,2024-11-30 00:00:00,21,Онлайн,odd
9113,3868.0,2024-11-30 00:00:00,21,Онлайн,odd
9114,3890.0,2024-11-30 00:00:00,21,Онлайн,odd
9115,3686.0,2024-11-30 00:00:00,19,Онлайн,odd
9116,3840.0,2024-11-30 00:00:00,14,Онлайн,even
9117,3662.0,2024-11-30 00:00:00,14,Онлайн,even
9118,3902.0,2024-11-30 00:00:00,14,Онлайн,even
9119,3684.0,2024-11-30 00:00:00,14,Онлайн,even
9120,3640.0,2024-11-30 00:00:00,13,Онлайн,odd
9121,3842.0,2024-11-30 00:00:00,13,Онлайн,odd
9122,3888.0,2024-11-30 00:00:00,13,Онлайн,odd
9123,3626.0,2024-12-01 00:00:00,22,Онлайн,even
9124,3704.0,2024-12-01 00:00:00,22,Онлайн,even
9125,3768.0,2024-12-01 00:00:00,22,Онлайн,even
9126,3874.0,2024-12-01 00:00:00,22,Онлайн,even
9127,3782.0,2024-12-01 00:00:00,22,Онлайн,even
9128,3880.0,2024-12-01 00:00:00,22,Онлайн,even
9129,3882.0,2024-12-01 00:00:00,22,Онлайн,even
9130,3770.0,2024-12-01 00:00:00,22,Онлайн,even
9131,3604.0,2024-12-01 00:00:00,22,Онлайн,even
9132,3608.0,2024-12-01 00:00:00,22,Онлайн,even
9133,3820.0,2024-12-01 00:00:00,22,Онлайн,even
9134,3872.0,2024-12-01 00:00:00,20,Онлайн,even
9135,3610.0,2024-12-01 00:00:00,21,Онлайн,odd
9136,3612.0,2024-12-01 00:00:00,21,Онлайн,odd
9137,3614.0,2024-12-01 00:00:00,21,Онлайн,odd
9138,3628.0,2024-12-01 00:00:00,21,Онлайн,odd
9139,3630.0,2024-12-01 00:00:00,21,Онлайн,odd
9140,3666.0,2024-12-01 00:00:00,21,Онлайн,odd
9141,3728.0,2024-12-01 00:00:00,21,Онлайн,odd
9142,3744.0,2024-12-01 00:00:00,21,Онлайн,odd
9143,3746.0,2024-12-01 00:00:00,21,Онлайн,odd
9144,3748.0,2024-12-01 00:00:00,21,Онлайн,odd
9145,3750.0,2024-12-01 00:00:00,21,Онлайн,odd
9146,3752.0,2024-12-01 00:00:00,21,Онлайн,odd
9147,3774.0,2024-12-01 00:00:00,21,Онлайн,odd
9148,3778.0,2024-12-01 00:00:00,21,Онлайн,odd
9149,3784.0,2024-12-01 00:00:00,21,Онлайн,odd
9150,3790.0,2024-12-01 00:00:00,21,Онлайн,odd
9151,3792.0,2024-12-01 00:00:00,21,Онлайн,odd
9152,3798.0,2024-12-01 00:00:00,21,Онлайн,odd
9153,3826.0,2024-12-01 00:00:00,21,Онлайн,odd
9154,3828.0,2024-12-01 00:00:00,21,Онлайн,odd
9155,3884.0,2024-12-01 00:00:00,21,Онлайн,odd
9156,3904.0,2024-12-01 00:00:00,21,Онлайн,odd
9157,3906.0,2024-12-01 00:00:00,21,Онлайн,odd
9158,3754.0,2024-12-01 00:00:00,20,Онлайн,even
9159,3854.0,2024-12-01 00:00:00,19,Онлайн,odd
9160,3804.0,2024-12-01 00:00:00,14,Онлайн,even
9161,3844.0,2024-12-01 00:00:00,14,Онлайн,even
9162,3912.0,2024-12-01 00:00:00,14,Онлайн,even
9163,3920.0,2024-12-01 00:00:00,14,Онлайн,even
9164,3642.0,2024-12-01 00:00:00,13,Онлайн,odd
9165,3692.0,2024-12-01 00:00:00,13,Онлайн,odd
9166,3756.0,2024-12-01 00:00:00,13,Онлайн,odd
9167,3808.0,2024-12-01 00:00:00,13,Онлайн,odd
9168,3846.0,2024-12-01 00:00:00,13,Онлайн,odd
9169,3850.0,2024-12-01 00:00:00,13,Онлайн,odd
9170,3926.0,2024-12-01 00:00:00,13,Онлайн,odd
9171,3886.0,2024-12-01 00:00:00,13,Онлайн,odd
9172,3934.0,2024-12-01 00:00:00,13,Онлайн,odd
9173,4042.0,2024-12-01 00:00:00,3,Онлайн,odd
9174,4074.0,2024-12-01 00:00:00,3,Онлайн,odd
9175,4050.0,2024-12-01 00:00:00,4,Онлайн,even
9176,3664.0,2024-12-02 00:00:00,23,Онлайн,odd
9177,3668.0,2024-12-02 00:00:00,23,Онлайн,odd
9178,3674.0,2024-12-02 00:00:00,23,Онлайн,odd
9179,3688.0,2024-12-02 00:00:00,23,Онлайн,odd
9180,3702.0,2024-12-02 00:00:00,23,Онлайн,odd
9181,3718.0,2024-12-02 00:00:00,23,Онлайн,odd
9182,3730.0,2024-12-02 00:00:00,23,Онлайн,odd
9183,3764.0,2024-12-02 00:00:00,23,Онлайн,odd
9184,3816.0,2024-12-02 00:00:00,23,Онлайн,odd
9185,3818.0,2024-12-02 00:00:00,23,Онлайн,odd
9186,3866.0,2024-12-02 00:00:00,23,Онлайн,odd
9187,3632.0,2024-12-02 00:00:00,22,Онлайн,even
9188,3634.0,2024-12-02 00:00:00,22,Онлайн,even
9189,3714.0,2024-12-02 00:00:00,22,Онлайн,even
9190,3812.0,2024-12-02 00:00:00,22,Онлайн,even
9191,3822.0,2024-12-02 00:00:00,22,Онлайн,even
9192,3732.0,2024-12-02 00:00:00,22,Онлайн,even
9193,3740.0,2024-12-02 00:00:00,22,Онлайн,even
9194,3802.0,2024-12-02 00:00:00,22,Онлайн,even
9195,3908.0,2024-12-02 00:00:00,20,Онлайн,even
9196,3910.0,2024-12-02 00:00:00,22,Онлайн,even
9197,3786.0,2024-12-02 00:00:00,22,Онлайн,even
9198,3788.0,2024-12-02 00:00:00,22,Онлайн,even
9199,3606.0,2024-12-02 00:00:00,22,Онлайн,even
9200,3772.0,2024-12-02 00:00:00,22,Онлайн,even
9201,3824.0,2024-12-02 00:00:00,22,Онлайн,even
9202,3618.0,2024-12-02 00:00:00,21,Онлайн,odd
9203,3670.0,2024-12-02 00:00:00,11,Онлайн,odd
9204,3676.0,2024-12-02 00:00:00,21,Онлайн,odd
9205,3636.0,2024-12-02 00:00:00,15,Онлайн,odd
9206,3722.0,2024-12-02 00:00:00,15,Онлайн,odd
9207,3840.0,2024-12-02 00:00:00,15,Онлайн,odd
9208,3734.0,2024-12-02 00:00:00,14,Онлайн,even
9209,3848.0,2024-12-02 00:00:00,14,Онлайн,even
9210,3876.0,2024-12-02 00:00:00,14,Онлайн,even
9211,3640.0,2024-12-02 00:00:00,14,Онлайн,even
9212,3842.0,2024-12-02 00:00:00,14,Онлайн,even
9213,3888.0,2024-12-02 00:00:00,14,Онлайн,even
9214,3996.0,2024-12-02 00:00:00,4,Онлайн,even
9215,4038.0,2024-12-02 00:00:00,5,Онлайн,odd
9216,4048.0,2024-12-02 00:00:00,5,Онлайн,odd
9217,4014.0,2024-12-02 00:00:00,1,Онлайн,odd
9218,4034.0,2024-12-02 00:00:00,1,Онлайн,odd
9219,4064.0,2024-12-02 00:00:00,1,Онлайн,odd
9220,3598.0,2024-12-03 00:00:00,23,Онлайн,odd
9221,3602.0,2024-12-03 00:00:00,23,Онлайн,odd
9222,3626.0,2024-12-03 00:00:00,23,Онлайн,odd
9223,3680.0,2024-12-03 00:00:00,23,Онлайн,odd
9224,3682.0,2024-12-03 00:00:00,23,Онлайн,odd
9225,3690.0,2024-12-03 00:00:00,23,Онлайн,odd
9226,3700.0,2024-12-03 00:00:00,23,Онлайн,odd
9227,3704.0,2024-12-03 00:00:00,23,Онлайн,odd
9228,3716.0,2024-12-03 00:00:00,23,Онлайн,odd
9229,3720.0,2024-12-03 00:00:00,23,Онлайн,odd
9230,3768.0,2024-12-03 00:00:00,23,Онлайн,odd
9231,3832.0,2024-12-03 00:00:00,23,Онлайн,odd
9232,3864.0,2024-12-03 00:00:00,23,Онлайн,odd
9233,3874.0,2024-12-03 00:00:00,23,Онлайн,odd
9234,3894.0,2024-12-03 00:00:00,23,Онлайн,odd
9235,3900.0,2024-12-03 00:00:00,23,Онлайн,odd
9236,3616.0,2024-12-03 00:00:00,22,Онлайн,even
9237,3600.0,2024-12-03 00:00:00,22,Онлайн,even
9238,3638.0,2024-12-03 00:00:00,22,Онлайн,even
9239,3794.0,2024-12-03 00:00:00,22,Онлайн,even
9240,3800.0,2024-12-03 00:00:00,22,Онлайн,even
9241,3834.0,2024-12-03 00:00:00,22,Онлайн,even
9242,3836.0,2024-12-03 00:00:00,22,Онлайн,even
9243,3728.0,2024-12-03 00:00:00,22,Онлайн,even
9244,3744.0,2024-12-03 00:00:00,22,Онлайн,even
9245,3746.0,2024-12-03 00:00:00,22,Онлайн,even
9246,3826.0,2024-12-03 00:00:00,22,Онлайн,even
9247,3754.0,2024-12-03 00:00:00,21,Онлайн,odd
9248,3838.0,2024-12-03 00:00:00,21,Онлайн,odd
9249,3622.0,2024-12-03 00:00:00,15,Онлайн,odd
9250,3662.0,2024-12-03 00:00:00,15,Онлайн,odd
9251,3804.0,2024-12-03 00:00:00,15,Онлайн,odd
9252,3844.0,2024-12-03 00:00:00,15,Онлайн,odd
9253,3902.0,2024-12-03 00:00:00,15,Онлайн,odd
9254,3912.0,2024-12-03 00:00:00,15,Онлайн,odd
9255,3620.0,2024-12-03 00:00:00,14,Онлайн,even
9256,3936.0,2024-12-03 00:00:00,14,Онлайн,even
9257,3896.0,2024-12-03 00:00:00,14,Онлайн,even
9258,3706.0,2024-12-03 00:00:00,14,Онлайн,even
9259,3756.0,2024-12-03 00:00:00,14,Онлайн,even
9260,4018.0,2024-12-03 00:00:00,5,Онлайн,odd
9261,4074.0,2024-12-03 00:00:00,4,Онлайн,even
9262,4006.0,2024-12-03 00:00:00,1,Онлайн,odd
9263,4070.0,2024-12-03 00:00:00,1,Онлайн,odd
9264,3664.0,2024-12-04 00:00:00,24,Онлайн,even
9265,3668.0,2024-12-04 00:00:00,24,Онлайн,even
9266,3632.0,2024-12-04 00:00:00,23,Онлайн,odd
9267,3634.0,2024-12-04 00:00:00,23,Онлайн,odd
9268,3714.0,2024-12-04 00:00:00,23,Онлайн,odd
9269,3782.0,2024-12-04 00:00:00,23,Онлайн,odd
9270,3812.0,2024-12-04 00:00:00,23,Онлайн,odd
9271,3822.0,2024-12-04 00:00:00,23,Онлайн,odd
9272,3870.0,2024-12-04 00:00:00,23,Онлайн,odd
9273,3880.0,2024-12-04 00:00:00,23,Онлайн,odd
9274,3882.0,2024-12-04 00:00:00,23,Онлайн,odd
9275,3694.0,2024-12-04 00:00:00,22,Онлайн,even
9276,3742.0,2024-12-04 00:00:00,22,Онлайн,even
9277,3796.0,2024-12-04 00:00:00,20,Онлайн,even
9278,3814.0,2024-12-04 00:00:00,22,Онлайн,even
9279,3868.0,2024-12-04 00:00:00,22,Онлайн,even
9280,3610.0,2024-12-04 00:00:00,22,Онлайн,even
9281,3612.0,2024-12-04 00:00:00,22,Онлайн,even
9282,3630.0,2024-12-04 00:00:00,22,Онлайн,even
9283,3748.0,2024-12-04 00:00:00,22,Онлайн,even
9284,3750.0,2024-12-04 00:00:00,22,Онлайн,even
9285,3752.0,2024-12-04 00:00:00,22,Онлайн,even
9286,3774.0,2024-12-04 00:00:00,22,Онлайн,even
9287,3778.0,2024-12-04 00:00:00,22,Онлайн,even
9288,3790.0,2024-12-04 00:00:00,22,Онлайн,even
9289,3798.0,2024-12-04 00:00:00,22,Онлайн,even
9290,3828.0,2024-12-04 00:00:00,22,Онлайн,even
9291,3884.0,2024-12-04 00:00:00,22,Онлайн,even
9292,3904.0,2024-12-04 00:00:00,22,Онлайн,even
9293,3906.0,2024-12-04 00:00:00,22,Онлайн,even
9294,3776.0,2024-12-04 00:00:00,21,Онлайн,odd
9295,3686.0,2024-12-04 00:00:00,20,Онлайн,even
9296,3684.0,2024-12-04 00:00:00,15,Онлайн,odd
9297,3806.0,2024-12-04 00:00:00,14,Онлайн,even
